source_term,target_term,suggested_type,reason
量產放行標準,Mass production release standards,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
量產放行通知單,Mass production released notice form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
金屬/非金屬材料,Metallic/Non-metallic material,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
金屬帶鋸機設備操作及保養辦法,Metallic band sawing machine operate and maintain instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
金屬拋光表面品質標準,Quality specification for metal polishing surface,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
金屬植入物外觀判定品質規範,Cosmetic inspection criteria for metallic implants,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
金屬清洗線工作記錄表,Metal cleaning line operation record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
金相作業測試規範,Testing criteria for metallography test,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
金相檢驗記錄表,Metallography inspection record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
金相試樣製備,metallographic sample preparation,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
針對本公司常態規格品,Regular products of United Orthopedic,reference_only,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
針對本公司訂製品,Custom-made products of the company,reference_only,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
鈦-6鋁-4釩積層製造品質規範,Quality requirement for additive manufacturing Titanium-6 Aluminum-4 Vanadium,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈦合金噴砂製程規範,Titanium alloy blasting process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈦合金塗佈燒結製程規範,Titanium sintered coating process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈦合金燒結塗佈材料規範,Titanium sinter coating material,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈦合金燒結塗裝用黏結膠材料規範,Adhesive glue requirement for sintered titanium coating material specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈦合金鍛造製程規範,Titanium alloy forging process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈷鉻鉬合金鍛造製程規範,Co-Cr-Mo alloy forging process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈷鉻鉬合金鑄件品質規範,Quality specification for Co-Cr-Mo alloy castings,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈷鉻鉬合金鑄件微結構品質規範,Quality requirement for microstructure of Co-Cr-Mo alloy castings,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈷鉻鉬合金鑄件硬度及金相品質規範,Quality requirement for hardness and microstructure of Co-Cr-Mo alloy casting,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈷鉻鉬合金鑄造材料,Cast Cobalt-Chromium-Molybdenum alloy material specification,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
鈷鉻鉬合金鑄造製程規範,Co-Cr-Mo alloy casting process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈷鉻鉬塗佈及燒結製程規範,Co-Cr-Mo alloy coating process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鈷鉻鉬燒結塗佈材料規範,Co-Cr-Mo alloy sinter coating material,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
銅焊,copper soldering,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
銷貨,Sold products,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
銹斑,rust spots,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
鋸齒面,gear faces,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
錫焊,tin soldering,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
鍍膜處理,coating treatment,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
鍛件外觀標準品質規範,Cosmetic inspection criteria for forging,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鍛機設備操作及保養辦法,Forging machine operate and maintain instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鍛造作業組,Forging Operation Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
鍛造前披覆製程規範,Lubricant coating process specification for parts pre-forging,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鍛造後退火熱處理製程規範,Post forging annealing treatment process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鍛造技術組,Forging Technique Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
鍛造披覆前清洗製程規範,Clean process specification for parts lubricant coating before forging,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鍛造生產加工製程之清線作業管制辦法,Forging production change line work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
鍛造製程確效作業辦法,Forging process validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
